House_ID,Location,City_Town,Type_of_House,Bedrooms,Bathrooms,Lot_Size_sqft,House_Price_KSh,House_Tax_Rate_%,Year_Built,Proximity_to_City_km,Price_Change_Since_2020_KSh,Price_2020_KSh,Price_2021_KSh,Price_2022_KSh,Price_2023_KSh,Price_2024_KSh
830,Nakuru,Kiamunyi,Mansion,1,1,4759,31222279,2.83,2018,24.62,1338672,40104216,37117000,34135971,37016180,29348907
831,Thika,Kimathi,Townhouse,2,1,4088,64023134,4.35,1984,28.29,1367344,68380452,73255138,55984363,80656873,63879563
832,Mombasa,Bamburi,Apartment,1,1,2927,90480673,2.92,1991,14.16,-13133262,91866898,104392879,107146472,77387503,105978303
833,Malindi,Mambrui,Townhouse,3,1,2320,61658308,4.05,1994,31.41,92367,76596051,61562383,72115078,74427110,68723580
834,Nakuru,Kiamunyi,Apartment,1,1,545,21768236,4.15,1981,2.98,-2125708,26518658,26591335,23428412,18705076,24018670
835,Nyeri,Skuta,Mansion,4,3,1040,43830809,2.62,1996,7.48,-7505203,56107163,41359084,37894432,37154084,50767853
836,Nakuru,Lanet,Mansion,6,1,2088,90564511,4.25,1986,33.64,-10284387,75295456,109424890,111965287,74599326,73589100
837,Nakuru,Kiamunyi,Apartment,5,4,4661,18547574,2.02,2001,9.8,1279382,15870331,24051634,15991652,18766423,21900974
838,Nakuru,Naka,Townhouse,5,3,1620,57850925,4.17,1999,17.97,4132236,71583906,67901223,66788181,52655157,74697310
839,Thika,Juja,Mansion,2,1,2337,57100411,3.09,2010,20.51,15574001,69927438,46929967,49092182,55682734,46742462
840,Kisumu,Nyalenda,Mansion,5,1,4512,78721952,4.34,2019,7.49,-13499461,96751128,92482511,91140542,91191663,86855795
841,Malindi,Mambrui,Apartment,6,1,4134,15702224,2.53,1987,26.95,2564691,14234222,17173783,15907321,13320392,18780955
842,Eldoret,Annex,Villa,5,2,3490,44714590,2.93,1989,34.5,7548289,47057608,57721314,58091735,43891625,49427422
843,Machakos,Mlolongo,Villa,1,1,4915,57610235,4.08,2002,14.59,1753714,56861872,67826965,54864986,52763428,70928525
844,Thika,Juja,Apartment,6,3,2307,43454739,1.68,2022,15.15,2466083,52699187,52570054,47461430,47834166,36540183
845,Kisumu,Mamboleo,Villa,6,2,2398,8941063,3.93,2020,33.2,-904422,10824937,11296544,9479165,8546693,9984221
846,Eldoret,Kapsoya,Mansion,2,1,4449,54208467,1.79,2010,26.21,12071296,44440121,61682619,65092069,55051382,70420011
847,Nyeri,Mathari,Apartment,1,1,1162,1366274,4.61,2013,33.92,101431,1540663,1278651,1576790,1219307,1731983
848,Kisumu,Lolwe,Townhouse,6,6,1653,15056638,3.95,2018,26.06,-1194872,15958297,15068420,14502255,12263977,19490084
849,Nyeri,Skuta,Townhouse,6,2,3175,2098729,3.64,2016,7.38,129534,2701846,2715781,2697496,2334231,2123539
850,Kericho,Kipkelion,Mansion,3,2,2649,12499904,2.91,2008,37.48,-2025567,14894216,11967490,12780604,16104919,13080625
851,Mombasa,Mtwapa,Townhouse,2,2,1056,70079965,3.19,1988,3.23,-5462642,88800252,81332238,72245481,88526258,70818075
852,Malindi,Watamu,Apartment,5,4,2441,18145622,4.34,2001,40.58,2315952,20538616,17586253,18250024,21351911,14817033
853,Nairobi,Karen,Townhouse,1,1,1758,32576375,1.89,2014,47.98,5440184,36687730,32445453,36777244,41677990,28249479
854,Machakos,Matuu,Mansion,5,1,1994,74746810,1.21,1991,32.46,17434931,60462180,72286650,84320775,64056311,79526081
855,Nakuru,Free Area,Bungalow,4,4,2721,98123465,3.73,1983,30.51,20879615,116388017,84432195,79470661,99843444,123518036
856,Nairobi,Lavington,Apartment,1,1,4126,40752962,1.35,1987,16.75,-3552147,35742004,48116900,44771350,33514907,50271228
857,Kericho,Ainamoi,Apartment,5,5,1895,8042338,3.94,2002,14.99,1931582,9765706,8978875,6488611,7579163,8640376
858,Nairobi,Runda,Bungalow,4,2,2736,76023569,1.54,1984,1.57,16549226,82066173,93916539,69812233,97153900,88426507
859,Machakos,Katani,Villa,6,4,1149,82260009,2.74,1994,36.37,-10207655,101748810,106785540,105770559,101032057,106488457
860,Thika,Makongeni,Mansion,2,2,1728,71972126,4.97,1999,32.36,17881274,58018153,85467469,92388052,72344340,68604779
861,Kericho,Litein,Mansion,6,4,2412,23302415,1.49,1992,39.02,-1521457,26165907,21764888,25051305,29808926,29479833
862,Thika,Kimathi,Mansion,2,1,3456,38430603,1.67,1983,15.16,-4469068,36337472,33018385,46292380,35433564,30765291
863,Eldoret,Kapsoya,Bungalow,3,3,4930,31535475,1.91,1989,5.29,-4212342,36423819,25324713,31922717,32868088,34872588
864,Nyeri,Mathari,Townhouse,6,5,2339,61157980,1.12,2012,30.92,-5305765,54527726,67902389,61692792,77413477,76201889
865,Nakuru,London,Townhouse,1,1,2882,60271748,4.29,1995,48.69,5966247,54901179,78094209,61003715,71011850,53046902
866,Thika,Makongeni,Villa,2,2,2317,96713211,3.15,1982,35.28,18332598,113247382,99989766,81307642,125426657,97068670
867,Mombasa,Bamburi,Townhouse,4,1,2389,42498528,3.4,2018,36.4,6209801,40909309,48298468,45137305,37333807,34109116
868,Machakos,Katani,Bungalow,5,3,2684,38132360,3.51,1986,3.9,6081646,34797846,35614663,45641836,46189069,33129805
869,Kericho,Kipkelion,Townhouse,3,3,618,56964146,1.46,1981,21.16,6733801,73104812,46497593,73225410,59019497,55285762
870,Nakuru,London,Townhouse,6,2,4637,14203211,4.62,2009,8.84,-2823072,12251345,12274473,13103423,18262403,15322435
871,Machakos,Athi River,Bungalow,6,3,3638,58705226,4.58,2000,26.42,-1939515,48610152,59253085,58284525,68258820,51880695
872,Nairobi,Lavington,Mansion,2,1,4970,47012022,1.88,2000,42.54,8005823,38179761,60621668,52003180,39860793,60084565
873,Machakos,Athi River,Bungalow,3,1,3282,25276996,4.9,2005,47.47,-2276995,21780329,32718066,32310324,23974178,21450453
874,Machakos,Athi River,Mansion,4,1,4786,52911504,2.11,1994,32.18,10673394,46658288,48024192,51894287,56941750,54460625
875,Kisumu,Nyamasaria,Apartment,1,1,4786,84242515,3.79,1997,36.06,-3879738,85801376,89228778,93820320,97631640,86617852
876,Nairobi,Karen,Bungalow,5,5,3366,81923639,3.04,2012,45.58,19585334,83501096,92275872,92096000,66161258,93966258
877,Thika,Kiganjo,Villa,2,2,3720,85172920,1.05,2003,9.15,6275459,107839463,94959237,69688758,103255941,77402129
878,Kisumu,Lolwe,Mansion,4,3,1904,14881055,4.79,1986,31.74,3877784,12018533,18007700,14059278,15623233,17856070
879,Nakuru,Kiamunyi,Villa,2,2,2003,50974307,4.86,1990,20.35,-2391299,53249179,55934215,63000781,51556459,45166858
880,Eldoret,Kapsoya,Bungalow,6,6,1994,51235606,3.55,1983,20.02,1593430,49337558,62756522,65551352,61295451,55480381
881,Nairobi,Lavington,Villa,5,3,4623,42475492,1.26,1988,31.8,734105,45036447,36485324,38159808,37095090,50335012
882,Malindi,Shela,Mansion,6,3,4379,54560275,2.47,1988,42.63,-10670564,63620825,55121406,64827475,52534393,62701616
883,Kericho,Litein,Mansion,4,3,1251,40271665,1.58,1999,39.61,1278494,36627086,35410339,42425039,51738858,36239262
884,Kericho,Motobo,Townhouse,3,2,3537,23203446,1.05,1983,14.74,4980715,19570174,24477227,23928930,19932962,24591763
885,Mombasa,Bamburi,Apartment,4,1,1818,36897608,2.22,2014,46.72,7774564,30528282,30564675,44634350,38303242,38970788
886,Thika,Juja,Villa,4,2,3011,28905334,1.11,2007,20.83,-5469077,30517247,25422493,30101654,36310177,31446714
887,Kericho,Ainamoi,Bungalow,2,1,4857,37921842,1.83,2007,19.87,4362285,37519750,43133667,36240682,32158928,45647159
888,Eldoret,West Indies,Bungalow,2,1,1409,48866692,4.49,1987,3.99,-5264637,47106094,51075551,47488944,56070618,45190827
889,Thika,Makongeni,Bungalow,4,3,701,82288596,4.83,1996,14.83,43967,81972234,98446855,103479161,80704209,84843516
890,Nakuru,Free Area,Mansion,1,1,3124,73772561,2.18,2011,21.96,-13189888,65047163,62945673,66153936,95189444,63274749
891,Nairobi,Westlands,Villa,6,4,1561,67890057,1.4,1985,37.13,3551399,74110327,57236606,61224149,65030579,86260555
892,Thika,Makongeni,Bungalow,3,1,3685,19769986,3.06,2001,30.56,3070689,21518837,18210362,21328060,20818232,20739287
893,Kisumu,Nyalenda,Townhouse,4,3,3390,16924767,1.71,2015,44.82,1815681,19627769,17487560,18152200,19267005,15389318
894,Nyeri,Skuta,Bungalow,2,2,4587,83343085,4.2,1984,7.81,12250501,78105358,74387504,106368237,83801343,96729968
895,Nairobi,Lavington,Mansion,3,3,4997,39140010,1.41,2006,44.3,-6332166,36172816,37525956,33732166,49694429,46169608
896,Kisumu,Mamboleo,Apartment,6,3,4511,15807384,4.04,2002,4.79,2832185,13180115,16496185,14243339,13322544,13832303
897,Malindi,Ganda,Mansion,5,2,1475,97067676,1.12,1981,38.81,9335262,96717944,90561484,87474790,124212965,82301227
898,Nairobi,Lavington,Mansion,6,2,4379,55561238,1.18,2021,30.15,-1272626,51667773,53970631,57209661,54984013,57576715
899,Nakuru,Naka,Bungalow,5,1,2010,63018310,4.02,1990,3.43,4064434,68529506,60867751,62630922,67747101,78040818
900,Thika,Makongeni,Bungalow,1,1,4982,4431303,4.49,2007,4.55,-602025,5755640,3661213,5534831,5737584,4769586
901,Machakos,Katani,Mansion,2,1,4511,65075333,4.49,2020,29.7,15317987,65587895,56827732,65423104,67606108,74508404
902,Eldoret,Pioneer,Townhouse,6,1,1158,50471950,3.32,2000,7.98,-5421697,43874902,45492479,56203434,46556777,64126329
903,Mombasa,Mtwapa,Apartment,1,1,3118,30278719,2.17,2001,31.27,5110307,39248157,39022971,27583200,35000679,26855264
904,Nakuru,London,Apartment,3,2,2226,73119166,2.64,1984,47.54,12735696,70163187,63555644,76181549,63143737,79158161
905,Malindi,Shela,Apartment,5,5,2579,36225082,3.06,2011,16.02,10517680,31947355,46190339,32530528,30603369,39619715
906,Nakuru,Naka,Bungalow,4,1,1539,71475720,4.0,1984,20.05,16336135,61912273,57661318,72504581,75262256,57469843
907,Thika,Makongeni,Bungalow,6,4,3418,41205871,2.77,2022,18.2,10332812,41058948,45410139,49429432,51117231,53115946
908,Nakuru,Lanet,Mansion,2,1,3571,11941687,2.86,2003,41.14,-1815796,14224357,14137000,14611526,14812933,12827784
909,Eldoret,Annex,Apartment,5,1,3821,25195586,3.44,1981,32.93,4741796,22174516,30957705,25877230,22688659,21804801
910,Kericho,Motobo,Villa,2,1,1219,1506845,2.12,1999,4.04,115223,1216416,1759039,1551709,1431259,1904568
911,Kisumu,Nyamasaria,Townhouse,4,1,3992,49900368,2.94,2018,25.21,-9109206,52324550,48816128,42566196,59902900,60373802
912,Kericho,Kipkelion,Villa,6,2,3724,15417652,2.57,2001,45.95,2373245,16011578,19231678,17292000,19138615,17960294
913,Eldoret,Kapsoya,Bungalow,3,2,3252,19707152,1.01,1994,31.96,-3284633,20684134,21339151,16101853,25103033,18509651
914,Mombasa,Bamburi,Bungalow,4,2,4765,84518525,1.2,2016,49.73,415879,76425150,71591299,83322373,99384503,72733633
915,Thika,Ruiru,Bungalow,5,5,2651,69863622,2.79,1990,36.77,-13811173,58252242,55893271,83547260,75109852,84048233
916,Eldoret,Langas,Townhouse,4,2,3909,61260477,2.66,2021,23.71,-10653629,51116328,71658778,73461757,71511420,78465405
917,Machakos,Kangundo,Apartment,3,3,4343,79976223,2.73,1985,35.32,-4401623,83939645,94349334,78407170,96330756,73965490
918,Nakuru,Kiamunyi,Mansion,2,2,3380,98951684,2.36,2011,2.34,7518962,118944493,107145904,100629824,97923282,91837150
919,Nyeri,Skuta,Apartment,6,5,2378,73514918,1.39,1996,43.36,-9759045,78339533,59261023,62425218,88887181,72820007
920,Kisumu,Milimani,Apartment,3,2,2367,75617337,4.12,1994,6.26,6013225,60933941,73457997,65751049,66801450,92867742
921,Thika,Kimathi,Townhouse,1,1,4026,76157734,1.99,2014,25.06,-14848348,67334213,73662236,94585272,86779590,64130004
922,Kisumu,Nyamasaria,Villa,4,4,3774,13560963,4.18,1989,1.72,304625,15142988,11979254,16602331,12879167,17553286
923,Machakos,Matuu,Bungalow,2,1,3695,7061980,3.56,1993,17.81,2009639,6791234,7756829,5922265,7967600,8150592
924,Eldoret,Kapsoya,Villa,5,1,2353,76932054,1.89,2005,2.34,-9561845,80907455,64841811,69266690,83672061,69653572
925,Mombasa,Mtwapa,Villa,3,2,3501,57041895,4.31,2019,47.34,3183609,60164774,60509853,48181516,67274616,68720548
926,Eldoret,West Indies,Mansion,5,5,2390,29621698,1.09,2019,29.09,-663232,37315338,27184082,37066810,23885298,30300523
927,Nairobi,Kilimani,Mansion,6,3,3546,11805063,3.11,2016,8.21,492701,14194839,9846803,9791794,14002309,10775100
928,Thika,Juja,Apartment,5,4,826,77205270,2.73,2019,22.73,4655630,97682937,94221127,91280347,72188120,71119960
929,Eldoret,Pioneer,Bungalow,4,1,2914,17670215,3.7,2012,18.18,3557802,18305893,20030236,14579904,19054115,20866817
930,Eldoret,Annex,Villa,4,4,2251,97633668,3.78,2010,16.08,24530830,124993509,83623509,95293837,100829161,108312062
931,Mombasa,Likoni,Mansion,3,2,4790,99079125,1.96,2010,29.93,-14728464,105254633,94422748,80293906,126035305,122375071
932,Malindi,Mambrui,Villa,1,1,4630,42798715,4.42,2001,11.47,2088572,48385623,37376434,38125455,49311330,36678458
933,Machakos,Kangundo,Bungalow,1,1,1374,46822568,2.25,2006,14.74,3974864,37563908,42516730,40843052,42163775,45193332
934,Machakos,Mlolongo,Apartment,5,4,2479,57472557,4.94,2014,8.18,6086760,59724689,74038643,74407704,65104185,67868014
935,Eldoret,Annex,Mansion,4,3,1230,70917328,4.21,1990,3.49,15779852,58065157,80907228,80860271,87088240,66048351
936,Malindi,Sabaki,Bungalow,6,2,1990,73520242,1.01,1985,37.21,4833080,71862487,70950553,65854145,69059017,95384411
937,Nyeri,Skuta,Townhouse,6,4,3225,92891547,2.9,2006,21.87,-9516250,75958288,106836173,99660223,78956586,95128478
938,Malindi,Sabaki,Townhouse,5,3,4927,25111185,2.39,2020,49.03,1871839,24170040,20517737,21337088,24519807,21992409
939,Mombasa,Likoni,Townhouse,4,1,3914,82005584,3.9,2021,39.08,502962,86507399,76455883,66244682,68106811,105357288
940,Mombasa,Likoni,Mansion,1,1,1478,86945765,2.91,2001,29.83,8602230,106015514,110453512,111348788,92137724,82124341
941,Nairobi,Karen,Bungalow,3,1,2391,3649043,3.96,2019,24.97,679153,2982614,4445044,3691739,3493417,4547934
942,Nakuru,Lanet,Mansion,1,1,4722,64896062,3.88,2002,18.08,18238380,79482794,61368548,71577024,54003213,77501595
943,Kisumu,Nyamasaria,Bungalow,3,3,1320,26450080,4.66,2007,2.6,-2496814,26504701,27448894,24618679,31861060,33269996
944,Kericho,Litein,Mansion,4,3,1372,12881365,2.22,1982,1.93,3509504,16060305,13511086,11813739,15834688,12765075
945,Eldoret,Langas,Mansion,5,2,1027,40666796,4.05,2015,40.94,-2862971,46588255,40862225,48792756,46275558,49940413
946,Nyeri,King'ong'o,Apartment,4,4,2222,7610600,3.39,2010,21.62,-458410,9692010,7424479,9286917,8807851,9247783
947,Nyeri,Ruring'u,Bungalow,6,2,3357,31784104,2.09,2008,20.41,1511274,38503329,27133289,28289829,37764030,36591608
948,Kisumu,Mamboleo,Mansion,3,3,2696,13311768,4.88,2008,26.56,-1465512,15170036,12704293,13555206,16376351,13113978
949,Machakos,Katani,Villa,3,3,2977,4276482,1.24,1991,47.21,-438672,5037740,4645593,5061238,4040375,5068179
950,Kericho,Ainamoi,Mansion,2,1,2422,28488442,3.09,2004,46.12,-2619417,35145767,36587259,27775039,36082992,29452791
951,Kericho,Motobo,Mansion,1,1,2976,90381784,1.47,2015,20.73,10668431,96216264,114810446,111903015,97595621,103880371
952,Kericho,Litein,Townhouse,2,1,1462,51291564,2.18,2003,24.79,7012724,54353226,64473513,55567395,57435039,58221711
953,Mombasa,Mtwapa,Apartment,1,1,1405,11272994,3.84,2021,3.14,367274,12621013,14393678,12678951,13196647,13807961
954,Nairobi,Westlands,Apartment,5,1,2439,26205981,4.71,1999,17.13,-1875493,25316792,29041649,32316414,22448370,26949594
955,Malindi,Watamu,Townhouse,6,6,2343,43530247,1.13,1988,26.38,7568456,37619459,45967229,38984222,37746445,50402050
956,Kericho,Kapsoit,Bungalow,6,3,3680,58866464,1.82,2003,28.38,-1237022,59242836,57022026,67494881,74685736,68610954
957,Eldoret,West Indies,Mansion,4,4,4283,71705366,3.82,2002,25.23,8171494,80992175,86803568,72403879,80893645,77893478
958,Mombasa,Changamwe,Apartment,3,1,3036,4592898,1.82,2009,47.3,-620356,4015957,4307379,3772642,5526850,4697244
959,Nairobi,Karen,Villa,2,2,2601,11076759,3.69,2000,49.41,-1215055,10530639,14396639,10543737,9626820,10951229
960,Malindi,Watamu,Bungalow,5,5,1912,49992753,4.25,2018,7.53,-3659472,64335168,48542607,58523999,46824615,58235950
961,Mombasa,Likoni,Townhouse,3,2,1445,58826625,1.05,1980,16.42,388504,63380424,63552157,74565973,72538868,69304300
962,Malindi,Shela,Villa,6,3,4377,93380606,3.82,1983,1.51,11016913,93489699,92730580,116487861,100720062,116949541
963,Mombasa,Likoni,Villa,5,3,3362,1031934,2.94,2020,9.04,-128896,1071643,1115090,1054401,1116135,1330187
964,Machakos,Katani,Villa,5,1,1300,91860674,2.85,1996,5.15,7581068,85248267,97218115,89030201,80614019,110181574
965,Eldoret,West Indies,Townhouse,1,1,2606,76291191,1.18,1991,25.29,-5958270,98689075,76478791,83201708,78135740,81390793
966,Thika,Ruiru,Mansion,4,2,3738,25924402,2.44,2001,23.34,7470108,31640227,32727263,26870772,25009150,31477976
967,Kericho,Litein,Villa,1,1,674,62810330,4.95,2023,45.75,-12281905,52235795,58636003,67985587,79087465,69992310
968,Thika,Ruiru,Villa,4,2,4070,81871483,4.08,2002,4.05,12425419,102438231,78283357,88873595,77852401,94497830
969,Mombasa,Mtwapa,Villa,5,2,1666,18025284,1.13,2009,11.9,-3412874,22163011,19983965,18585569,16859401,21032480
970,Malindi,Ganda,Townhouse,1,1,1936,4054860,3.48,2004,28.88,783215,3629315,3580425,5163978,3831825,4004138
971,Eldoret,Kapsoya,Townhouse,2,1,2267,35245642,1.31,2005,38.51,5305755,43872096,36290289,35462766,40061480,30072953
972,Kisumu,Mamboleo,Townhouse,2,2,3819,54257781,2.63,1995,28.22,15636732,67459124,43550703,43548434,57305161,44611987
973,Nakuru,Naka,Mansion,5,5,3655,95590802,3.19,2006,46.16,23054736,92116988,100384928,80964853,90053693,113124358
974,Nyeri,Kamakwa,Apartment,2,2,1828,31466497,3.69,1992,32.52,3233855,34145810,28017778,29532714,32957864,37909143
975,Eldoret,Annex,Bungalow,6,1,1260,52935111,3.74,1997,42.78,282333,60123265,51752265,61990336,63850914,42845689
976,Mombasa,Likoni,Bungalow,5,1,2952,39165427,3.67,2006,38.18,-1316478,49658838,32814715,50126362,49855502,32231235
977,Eldoret,Kapsoya,Bungalow,4,2,3164,60275034,4.43,2014,27.53,6697665,74098844,51724809,66932091,63232123,66297096
978,Nakuru,London,Villa,5,1,1358,53599502,1.56,2004,9.36,-1472666,43816169,59261946,63195322,55369083,67477681
979,Kericho,Litein,Bungalow,2,1,1307,32249554,3.49,2009,6.89,-2541774,26541597,33918769,26275392,37988395,29696881
980,Mombasa,Nyali,Apartment,6,6,1399,74869172,3.28,1987,35.04,8121450,76153244,90960493,66817998,90211232,81391298
981,Kisumu,Nyalenda,Apartment,2,2,2237,72238339,4.07,2011,19.71,20990214,88563014,63828317,84352081,61970380,78612578
982,Kisumu,Nyalenda,Apartment,3,3,4840,59360231,1.24,1994,13.33,913148,54356175,48977144,73202251,61548511,73914396
983,Eldoret,Annex,Bungalow,1,1,1034,83229259,1.47,1988,10.8,18043330,68510777,91665576,96357071,97173573,106064222
984,Machakos,Matuu,Mansion,3,3,2962,53674896,1.44,1984,38.79,-5558231,55359344,49741331,67087829,48065131,48034363
985,Nairobi,Lavington,Apartment,4,1,1514,97916153,4.06,2001,16.05,19301847,95705056,108332473,105839868,101888921,111224605
986,Thika,Kiganjo,Apartment,2,1,508,46051192,3.08,1987,35.84,8308521,52373109,46579340,36845659,37283923,53190068
987,Malindi,Mambrui,Townhouse,4,1,1094,46193614,4.27,2015,20.87,-6924827,46608987,40132222,43579201,53727715,47216342
988,Mombasa,Bamburi,Mansion,4,3,3713,69424607,3.18,2022,39.49,10703154,57744581,78414375,64351398,65641280,81126653
989,Malindi,Sabaki,Bungalow,4,4,4302,53678317,2.08,2003,16.11,1517030,56322404,61228507,48111006,68128351,67676554
990,Malindi,Sabaki,Apartment,2,1,4543,4970193,2.39,1980,45.09,309129,4716633,4298543,5792711,4501845,5414586
991,Nairobi,Runda,Apartment,4,2,827,41740616,1.88,1997,10.48,769840,42697182,53096640,48673037,54248475,41497464
992,Nakuru,London,Townhouse,2,1,4157,46490651,4.81,1999,37.26,865163,44725521,52736682,54731622,43457314,53787401
993,Kisumu,Mamboleo,Bungalow,3,2,4811,52013200,1.21,2001,21.6,-5677207,44534909,53053877,41945629,51945322,65949007
994,Nyeri,King'ong'o,Mansion,1,1,2746,40660346,2.17,2017,6.36,-1956259,38015748,43907160,44205729,50899744,49959596
995,Kisumu,Nyalenda,Bungalow,4,3,1504,5235577,1.58,1994,27.07,1525376,4712170,5636276,4298534,4907852,5216826
996,Machakos,Katani,Apartment,3,3,2956,44024168,1.73,2000,28.56,-7694727,54891109,54499705,57160238,42180451,50963578
997,Kericho,Motobo,Mansion,3,3,4507,23416796,3.33,1993,18.1,256396,21091888,22981210,23149761,18760146,29702856
998,Kericho,Litein,Mansion,5,5,2599,42838436,2.79,2009,34.72,-829790,51093206,38741528,37621898,47791419,49456729
999,Thika,Juja,Mansion,2,2,3544,57522650,3.98,2003,34.04,7357802,73753805,59301138,56903617,60521124,58386762
1000,Malindi,Ganda,Townhouse,4,4,4873,50102265,3.18,2011,17.66,3307427,52509628,53177222,54302304,59901503,55066969
1001,Kericho,Ainamoi,Mansion,2,2,4502,50495250,3.24,2014,22.73,-5955048,52206452,62489733,43077385,48071940,40435720
1002,Nakuru,Naka,Apartment,6,4,542,99218417,2.52,2000,37.6,-3005922,97521043,116616593,87536519,107218642,114635732
1003,Malindi,Watamu,Townhouse,3,2,4826,48491769,4.43,2008,1.86,-7433716,51542947,42323419,45347012,41458772,50107453
1004,Thika,Kimathi,Bungalow,4,4,759,39751159,4.35,1988,37.84,-721176,49936390,38480859,43897966,50760761,39312340
1005,Mombasa,Likoni,Mansion,2,1,4613,31577087,3.47,1987,2.95,5224451,30364371,25387581,32454023,27324859,31047217
1006,Thika,Ruiru,Mansion,3,3,697,53626298,4.45,2018,49.28,5962040,60498165,65342556,54449986,64185836,52576232
1007,Nakuru,Free Area,Townhouse,1,1,4000,36739419,4.44,1981,44.24,-6416894,33764029,45705986,33845960,40774855,38806101
1008,Nyeri,Mathari,Villa,6,4,1411,48895939,1.6,2003,46.99,-4916951,39393913,48237115,39305961,41944027,60674471
1009,Mombasa,Bamburi,Mansion,4,1,2450,52409311,1.09,1986,38.98,-9564288,48613814,45604360,60253187,46725360,42983980
1010,Eldoret,West Indies,Apartment,3,3,2924,78991340,1.1,1988,30.73,-9230870,82315860,65833991,84857537,89820489,101247605
1011,Nyeri,Kamakwa,Mansion,4,3,3941,46256969,2.31,2013,10.31,9462488,48019471,52650388,50274490,57556602,41168409
1012,Malindi,Ganda,Bungalow,4,3,1662,67952553,3.47,1991,48.71,-8235141,60179998,78238558,63623826,59626693,60970884
1013,Kericho,Kipkelion,Bungalow,4,4,660,91070107,1.32,2009,29.86,6637976,95165254,82500569,83185048,97932487,74181733
1014,Malindi,Shela,Townhouse,4,3,1186,88922102,4.05,1993,19.75,9893124,80760069,101346673,89491879,81005838,94654133
1015,Malindi,Sabaki,Townhouse,5,2,1853,74023623,4.68,2018,19.56,-3863461,78156904,90226497,75542747,62905792,94540144
1016,Machakos,Matuu,Apartment,2,1,2679,34065697,3.39,1981,35.75,7742150,37373445,43757977,32307585,40994812,42147521
1017,Kisumu,Milimani,Bungalow,2,1,2854,71402955,4.32,2011,36.92,-2821615,78004135,77050738,68831688,57347509,58515614
1018,Nairobi,Runda,Villa,6,4,1990,55340168,4.81,2017,49.38,8643195,48240949,60017550,49225140,70621588,71442344
1019,Eldoret,Pioneer,Apartment,5,2,4960,57446978,3.02,1983,12.3,129,46704561,70450742,59122127,51349789,70566214
1020,Machakos,Katani,Townhouse,2,2,765,90052475,2.97,2010,15.3,-6127408,97342030,98557486,86189805,110534358,115582911
1021,Eldoret,Annex,Villa,1,1,4202,54321010,2.32,1985,29.27,16042317,65644223,65278023,60174038,66364889,52262971
1022,Eldoret,West Indies,Apartment,1,1,3633,31309570,1.18,2013,13.49,2091725,40085533,25376756,31079796,26339917,28033804
1023,Malindi,Ganda,Bungalow,4,4,3189,14991339,1.7,2019,43.76,-2645631,18690807,16566382,18156053,13237719,15032100
1024,Mombasa,Changamwe,Mansion,6,3,2664,57816713,2.82,1994,43.68,17124918,48365340,50227355,74106663,52877510,50656980
1025,Nakuru,Naka,Villa,1,1,3370,54279913,1.04,1989,30.72,6891239,56344567,55097240,68201652,50395038,53063742
1026,Thika,Kimathi,Bungalow,2,1,2058,47838918,4.01,2015,27.59,11984534,52296202,57503160,39882327,49756720,59280415
1027,Malindi,Mambrui,Townhouse,4,3,2281,81017238,1.08,2014,46.81,19104018,65096990,96640219,80622072,83410336,89951291
1028,Malindi,Watamu,Bungalow,4,4,4521,17444530,4.42,1984,28.27,4354821,18225916,14490255,14098338,20465462,17545460
1029,Eldoret,West Indies,Apartment,4,3,2551,51835850,1.13,1991,30.75,5374870,62556641,57496097,66142845,53910585,44005987
1030,Machakos,Matuu,Bungalow,4,1,1772,78689740,1.81,1993,10.33,15846462,100393031,63891798,69394254,69096990,81861598
1031,Malindi,Ganda,Townhouse,4,3,4811,32796339,1.65,1980,16.91,5772839,34845986,41769437,33160076,38251783,39651680
1032,Nakuru,Kiamunyi,Apartment,4,2,3580,53752087,4.05,2012,35.79,1234224,64705869,67314578,55911769,47242169,60599082
1033,Kericho,Ainamoi,Bungalow,1,1,2690,81044973,3.11,2009,7.62,19828413,89558732,91995269,92797387,102637749,69416989
1034,Nakuru,London,Mansion,1,1,3044,39964306,4.92,2000,16.04,11893674,36113207,42392338,43685396,41795118,48676374
1035,Mombasa,Changamwe,Bungalow,4,4,3564,97238559,3.13,2001,29.08,2198889,82849373,117032436,84657732,123496391,80392462
1036,Nairobi,Karen,Apartment,2,2,4062,95705736,3.88,2004,48.12,25584967,85975433,93754330,97662934,84544776,112020871
1037,Nyeri,Skuta,Mansion,3,3,2701,75106574,1.64,2015,46.15,-4193019,79672430,79962222,72907508,63477453,64366091
1038,Nyeri,Ruring'u,Bungalow,5,4,2173,43865877,1.74,1984,37.3,7818652,35469709,44531528,50893403,36240440,56770519
1039,Nyeri,King'ong'o,Townhouse,2,1,2555,21078920,2.39,2020,30.14,2740735,23190461,17728093,24324327,19038254,19905656
1040,Thika,Kimathi,Villa,3,3,4880,86377142,4.11,2007,12.11,-14447081,76609531,101974031,71513666,92875248,80747011
1041,Malindi,Watamu,Bungalow,6,2,587,72545187,4.76,2018,10.58,-2808904,90664965,75767558,58756759,88784987,77671960
1042,Mombasa,Mtwapa,Apartment,1,1,2973,87193388,1.57,2017,16.44,24847539,74525250,110939973,109362697,76559279,90108173
1043,Kisumu,Mamboleo,Bungalow,2,1,4543,35489780,3.05,2010,42.75,-3380073,37938722,31442507,38606542,37947338,43030141
